food_name_in_french,sodium_chloride_in_g_for_100g,calcium_in_mg_for_100g,chloride_in_mg_for_100g,copper_in_mg_for_100g,iron_in_mg_for_100g,iodine_in_µg_for_100g,magnesium_in_mg_for_100g,manganese_in_mg_for_100g,phosphorus_in_mg_for_100g,potassium_in_mg_for_100g,selenium_in_µg_for_100g,sodium_in_mg_for_100g,zinc_in_mg_for_100g
"Oeuf, dur",,41.0,182.0,,,,14.0,,172.0,120.0,,123.0,
"Oeuf, poché",,,,,,52.0,,,197.0,138.0,,,
"Oeuf, à la coque",,150.0,,,,,,,155.0,164.0,,150.0,
"Oeuf, au plat, frit, salé",,57.0,,,,,,,134.0,141.0,,144.0,
"Oeuf, brouillé, avec matière grasse",,66.0,,,,52.0,11.0,,165.0,132.0,,145.0,
"Oeuf, au plat, sans matière grasse",,,243.0,,,,,,,,,159.0,
"Oeuf, cru",,,,,,21.0,11.0,,204.0,134.0,,124.0,
"Oeuf, blanc (blanc d'oeuf), cru",,6.0,,,,,11.0,,15.0,163.0,6.0,166.0,
"Oeuf, jaune (jaune d'oeuf), cru",,,,,,175.0,,,141.0,43.0,,,
"Oeuf de caille, cru",,64.0,,,,,13.0,,226.0,132.0,,141.0,
"Oeuf de cane, cru",,64.0,,,,,17.0,,220.0,222.0,,146.0,
"Oeuf d'oie, cru",,60.0,,,,,16.0,,208.0,210.0,,138.0,
"Oeuf de dinde, cru",,99.0,,,,,13.0,,170.0,142.0,,151.0,
"Oeuf, jaune (jaune d'oeuf), en poudre",,296.0,,,,,,,980.0,254.0,,149.0,
"Oeuf, blanc (blanc d'oeuf), en poudre",,62.0,,,,,88.0,,111.0,1130.0,,1280.0,
"Oeuf, en poudre",,234.0,,,,21.0,38.0,,730.0,517.0,,502.0,
Omelette au fromage,,,,,,,,,388.0,112.0,,231.0,
Omelette aux lardons,,,,,,,12.0,,157.0,184.0,,392.0,
Omelette aux champignons,,48.0,,,,,,,152.0,193.0,,141.0,
Omelette aux fines herbes,,86.0,,,,43.0,,,157.0,188.0,,173.0,
"Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée",,26.0,686.0,,,,24.0,,90.0,450.0,,425.0,
"Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen)",,,,,,,,,177.0,255.0,,284.0,
"Protéine de soja texturée, réhydratée",,90.0,,,,,100.0,,260.0,820.0,,,
"Tofu nature, préemballé",,100.0,,,,,100.0,,210.0,140.0,,10.0,
"Tofu fumé, préemballé",,62.0,567.0,,2.0,,140.0,,190.0,190.0,,295.0,
"Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé",,72.0,934.0,,,,84.0,1.0,220.0,680.0,,670.0,2.0
"Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé",,74.0,683.0,,,,59.0,,190.0,570.0,,494.0,
"Seitan, préemballé",,20.0,700.0,,,,18.0,,62.0,75.0,30.0,451.0,
"Lait entier, UHT",,120.0,98.0,,,,,,97.0,160.0,,,
"Lait entier, pasteurisé",,117.0,121.0,,,,,,93.0,140.0,,79.0,
"Lait demi-écrémé, UHT, enrichi en vitamine D seulement",,120.0,,,,,,,84.0,160.0,,36.0,
"Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines",,120.0,,,,,,,86.0,160.0,,35.0,
"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",,117.0,,,,,,,,166.0,,,
"Lait demi-écrémé, UHT",,117.0,100.0,,,,,,,167.0,,36.0,
"Lait demi-écrémé, pasteurisé",,119.0,100.0,,,,,,96.0,153.0,,31.0,
"Lait écrémé, UHT",,105.0,100.0,,,,,,,166.0,,39.0,
"Lait écrémé, pasteurisé",,123.0,100.0,,,,,,99.0,157.0,,,
Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose,,120.0,,,,,,,,,,35.0,
"Lait de chèvre, entier, UHT",,134.0,157.0,,,,14.0,,111.0,204.0,2.0,50.0,
"Lait de chèvre, demi-écrémé, UHT",,110.0,154.0,,,,13.0,,110.0,190.0,,,
"Lait de chèvre, entier, cru",,107.0,181.0,,,25.0,,,,,,,
"Lait de jument, entier",,,,,,,,,54.0,,,20.0,
"Lait de brebis, entier",,199.0,101.0,,,,,,158.0,103.0,3.0,44.0,
"Lait en poudre, entier",,960.0,886.0,,,7.0,93.0,,810.0,1190.0,14.0,360.0,
"Lait concentré non sucré, entier",,273.0,220.0,,,23.0,,,225.0,339.0,,95.0,
"Lait concentré sucré, entier",,290.0,264.0,,,,,,253.0,371.0,,,
"Lait en poudre, demi-écrémé",,1030.0,1010.0,,,,97.0,,829.0,1330.0,,313.0,
"Lait en poudre, écrémé",,1250.0,1190.0,,,7.0,112.0,,966.0,1670.0,13.0,482.0,
"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei",,,,,,,,,,,,42.0,
"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré",,115.0,,,,,11.0,,82.0,140.0,,,
"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei",,120.0,,,,,,,,,,,
"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D",,134.0,,,,,,,,,,,
"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré",,133.0,,,,11.0,10.0,,82.0,116.0,1.0,,
"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D",,172.0,,,,,,,,,,40.0,
"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",,,70.0,,,,,,66.0,112.0,,40.0,
"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",,122.0,109.0,,,,,,101.0,139.0,,40.0,
"Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus",,155.0,,,,,,,,,,,
"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",,122.0,,,,,12.0,,92.0,153.0,,,
"Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol",,130.0,,,,,,,,,,65.0,
"Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus",,149.0,,,,,,,,,,55.0,
"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",,130.0,,,,,,,,145.0,,,
"Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus",,120.0,,,,,,,,,,,
"Yaourt à la grecque, au lait de brebis",,170.0,,,,40.0,15.0,,130.0,110.0,,,
"Yaourt à la grecque, sur lit de fruits",,104.0,,,,,,,71.0,110.0,,,
"Yaourt au lait de brebis, aromatisé, sucré",,180.0,,,,70.0,16.0,,120.0,110.0,,47.0,
"Yaourt au lait de brebis, nature, 3% MG environ",,,,,,,,,,,,,
"Yaourt au lait de chèvre, nature, 5% MG environ",,160.0,130.0,,,,14.0,,110.0,170.0,,36.0,
"Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré",,,,,,,,,,,,,
"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",,130.0,,,,19.0,,,103.0,177.0,,67.0,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",,141.0,,,,,,,,,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",,120.0,61.0,,,,,,86.0,140.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",,105.0,89.0,,,,,,82.0,120.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D",,156.0,,,,,12.0,,90.0,,,50.0,
"Yaourt, lait fermenté ou spécialité laitière, aux céréales",,125.0,,,,,,,95.0,145.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",,120.0,,,,17.0,14.0,,98.0,178.0,,34.0,
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",,122.0,,,,,,,95.0,159.0,,46.0,
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",,163.0,136.0,,,20.0,14.0,,120.0,220.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",,127.0,121.0,,,,,,,157.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",,83.0,,,,,,,68.0,140.0,,37.0,
"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",,129.0,110.0,,,,12.0,,94.0,160.0,,,
"Yaourt, lait fermenté ou spécialité laitière, nature",,128.0,170.0,,,,,,98.0,176.0,,43.0,
"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",,129.0,135.0,,,,,,105.0,182.0,,,
"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D",,120.0,,,,,,,,,,54.0,
"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D",,184.0,,,,,,,,,,66.0,
"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",,110.0,,,,,,,86.0,150.0,,35.0,
"Yaourt, lait fermenté ou spécialité laitière, nature, sucré",,120.0,,,,8.0,,,,157.0,,,
Yaourt ou spécialité laitière nature (aliment moyen),,127.0,157.0,,,,,,,167.0,,,
Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),,121.0,138.0,,,,,,,161.0,,,
Yaourt ou spécialité laitière aux fruits (aliment moyen),,109.0,102.0,,,,,,,149.0,,,
"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée",,110.0,,,,,,,120.0,120.0,,33.0,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)",,129.0,,,,,14.0,,,164.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",,115.0,83.0,,,,,,,142.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)",,129.0,,,,,14.0,,,164.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",,115.0,83.0,,,,,,,144.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)",,115.0,83.0,,,,,,,144.0,,,
"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)",,116.0,,,,,,,,145.0,,45.0,
"Lait fermenté à boire, nature, maigre",,160.0,139.0,,,17.0,,,91.0,120.0,,35.0,
"Lait fermenté à boire, nature, au lait entier",,127.0,,,,,,,95.0,155.0,,35.0,
"Yaourt à la grecque, nature",,139.0,,,,,,,,,,,
"Yaourt à la grecque, aromatisé, sucré",,158.0,,,,,,,,,,70.0,
Kéfir de lait,,127.0,,,,,,,95.0,155.0,,49.0,
"Yaourt au lait de brebis, nature, 6% MG environ",,183.0,,,,,,,,,,40.0,
Fromage blanc nature ou aux fruits (aliment moyen),,122.0,,,,,,,107.0,137.0,,,
"Fromage frais type petit suisse, aromatisé chocolat, sucré",,144.0,,,,,8.0,,66.0,321.0,,108.0,
Faisselle au coulis de fruits,,,,,,,,,,,,,
"Faisselle, 0% MG",,124.0,,,,,,,,151.0,,,
"Faisselle, 6% MG environ",,130.0,,,,,11.0,,110.0,150.0,,35.0,
"Fromage blanc et crème fouettée sur lit de fruits, sucré",,,,,,,,,,,,36.0,
"Fromage blanc nature, 0% MG",,134.0,89.0,,,,,,116.0,144.0,,,
"Fromage blanc nature, 0% MG, enrichi en vitamine D",,164.0,,,,,,,,,,60.0,
"Fromage blanc nature, 3% MG environ",,130.0,,,,,,,115.0,132.0,,,
"Fromage blanc nature, 3% MG environ, au bifidus",,,,,,,,,,,,42.0,
"Fromage blanc nature, 3% MG environ, enrichi en vitamine D",,200.0,,,,,,,120.0,,,80.0,
"Fromage blanc nature, gourmand, 8% MG environ",,104.0,61.0,,,56.0,,,94.0,140.0,,,
"Fromage blanc ou spécialité laitière nature et crème fouetté, 10% MG environ",,95.0,,,,10.0,,,,,,,
"Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG",,,,,,,,,,,,40.0,
"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ",,120.0,,,,,,,,,,,
"Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ, au bifidus",,,,,,,,,,,,,
"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, sucré, 7% MG environ",,,,,,,,,,,,40.0,
"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG",,121.0,,,,10.0,11.0,,115.0,145.0,2.0,,
"Fromage blanc ou spécialité laitière, aux fruits, sucré, 0% MG",,,,,,,,,,,,30.0,
"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ",,180.0,,,,,,,,,,,
"Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ, au bifidus",,,,,,,,,,,,,
"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",,,93.0,,,54.0,,,98.0,121.0,,,
"Fromage frais type petit suisse, aux fruits, 2-3% MG",,110.0,,,,,,,110.0,140.0,,21.0,
"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",,155.0,,,,,,,120.0,110.0,,,
"Fromage frais type petit suisse, nature, 0% MG",,127.0,115.0,,,54.0,,,129.0,166.0,,,
"Fromage frais type petit suisse, nature, 4% MG environ",,103.0,,,,14.0,40.0,,126.0,114.0,2.0,33.0,
"Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D",,120.0,,,,,,,,,,60.0,
"Fromage frais type petit suisse, nature, 10% MG environ",,110.0,103.0,,,,,,125.0,130.0,,23.0,
"Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D",,170.0,78.0,,,,,,110.0,110.0,,30.0,
"Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ",,320.0,,,,,,,,,,50.0,
"Crème dessert, allégée en MG, rayon frais",,127.0,,,,,,,,,,54.0,
"Flan aux oeufs, rayon frais",,,,,,,,,,150.0,,56.0,
"Lait emprésuré aromatisé, rayon frais",,208.0,,,,,,,71.0,235.0,,,
"Lait gélifié aromatisé, nappé caramel, rayon frais",,,,,,,,,74.0,148.0,,41.0,
"Lait gélifié aromatisé, rayon frais",,120.0,,,,,,,81.0,181.0,,,
"Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais",,100.0,100.0,,,,27.0,,100.0,280.0,,,
"Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais",,141.0,,,,,,,,,,,
"Panna cotta, avec préparations de fruits ou caramel, rayon frais",,,,,,,,,,,,34.0,
"Gâteau de semoule aux raisins et caramel, rayon frais",,64.0,,,,,13.0,,71.0,270.0,,32.0,
"Gâteau de riz au caramel, rayon frais",,63.0,90.0,,,2.0,,,73.0,84.0,,29.0,
"Milk-shake, provenant de fast food",,114.0,91.0,,,,13.0,,99.0,174.0,,82.0,
"Crème dessert au chocolat, rayon frais",,123.0,111.0,,,,25.0,,100.0,260.0,,,
"Mousse au chocolat (base laitière), rayon frais",,149.0,86.0,,,,,,122.0,371.0,,62.0,
"Crème caramel, rayon frais",,,100.0,,,,,,77.0,150.0,,,
"Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais",,100.0,109.0,,,,19.0,,110.0,210.0,,,
"Riz au lait, rayon frais",,,120.0,,,,,,75.0,96.0,,,
"Crème brûlée, rayon frais",,,90.0,,,,,,97.0,94.0,,,
"Crème dessert à la vanille, appertisée",,115.0,,,,14.0,10.0,,80.0,134.0,,,
"Ile flottante, rayon frais",,97.0,,,,,,,,126.0,6.0,45.0,
"Semoule au lait, rayon frais",,,89.0,,,,11.0,,177.0,135.0,,,
"Mousse aux fruits, rayon frais",,140.0,,,,,,,98.0,130.0,,36.0,
"Crème dessert à la vanille, rayon frais",,133.0,,,,,,,,131.0,1.0,48.0,
"Crème dessert, rayon frais (aliment moyen)",,119.0,108.0,,,11.0,22.0,,,201.0,,,
"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",,,,,,,,,,,,,
"Crème dessert au café, rayon frais",,,,,,,,,,,,,
"Crème dessert au caramel, rayon frais",,,,,,,,,,,,78.0,
"Crème dessert, appertisée (aliment moyen)",,103.0,,,,,,,80.0,188.0,,,
"Crème dessert au chocolat, appertisée",,,,,,,,,80.0,247.0,,,
"Crème dessert, rayon frais ou appertisée (aliment moyen)",,119.0,,,,,,,99.0,201.0,,,
"Cheesecake ou Gâteau au fromage frais, préemballé",,55.0,259.0,,,,12.0,,84.0,110.0,,154.0,
"Tiramisu, préemballé",,94.0,,,,,18.0,,110.0,230.0,,77.0,
"Mousse à la crème de marrons, préemballée",,36.0,,,,,,,33.0,130.0,,16.0,
"Profiteroles (crème pâtissière et sauce chocolat), préemballées",,,,,,,,,,,,120.0,
"Gâteau de semoule, appertisé",,,73.0,,,2.0,,,63.0,93.0,,,
"Mousse au chocolat traditionnelle, préemballée",,,86.0,,,,,,,,,100.0,
"Clafoutis aux fruits, préemballé",,84.0,91.0,,,,15.0,,,182.0,,,
"Liégeois aux fruits, préemballé",,36.0,,,,,,,32.0,120.0,,17.0,
"Gâteau de riz, appertisé",,130.0,,,,,130.0,,,210.0,,60.0,
"Fondant au chocolat noir et crème anglaise, préemballé",,,,,,,,,,,,,
"Gâteau au chocolat, coeur fondant, préemballé (rayon frais)",,,,,,,,,,,,29.0,
Pain perdu,,104.0,,,,,17.0,,128.0,134.0,,487.0,
"Lait de poule, sans alcool",,130.0,,,,35.0,19.0,,109.0,165.0,,54.0,
Crème pâtissière,,105.0,130.0,,,,,,124.0,150.0,4.0,,
"Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé",,87.0,,,,,13.0,,63.0,89.0,,28.0,
"Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé",,12.0,,,,,16.0,,47.0,110.0,,34.0,
"Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé",,120.0,,,,,16.0,,87.0,130.0,,21.0,
"Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé",,36.0,,,,,14.0,,53.0,91.0,,34.0,
"Dessert au soja, aux amandes, fermenté, préemballé",,58.0,32.0,,,,22.0,,59.0,140.0,,74.0,
"Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé",,120.0,54.0,,,,21.0,,99.0,170.0,,51.0,
"Dessert au soja, aromatisé, sucré, non enrichi, préemballé",,16.0,55.0,,,,22.0,,46.0,160.0,,42.0,
"Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé",,17.0,,,,,28.0,,53.0,200.0,,26.0,
"Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé",,50.0,23.0,,,,,,18.0,46.0,,38.0,
"Mousse au chocolat végétale, préemballée",,34.0,,,6.0,,81.0,,150.0,370.0,,143.0,
Fromage (aliment moyen),,626.0,815.0,,,,,,454.0,122.0,,510.0,
"Camembert, sans précision",,449.0,932.0,,,,,,370.0,148.0,,579.0,
Fromage à pâte molle et croûte fleurie (type camembert),,523.0,,,,,23.0,,354.0,69.0,,470.0,
Camembert au lait cru,,380.0,981.0,,,20.0,18.0,,370.0,160.0,,580.0,
Fromage à pâte molle et croûte fleurie double crème environ 30% MG,,200.0,789.0,,,,6.0,,160.0,112.0,,511.0,
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,,720.0,,,,,20.0,,370.0,187.0,,576.0,
Coulommiers,,400.0,,,,28.0,,,185.0,165.0,5.0,534.0,
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,,,,,,,,,,,,,
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,,570.0,,,,,,,440.0,,,,
"Brie, sans précision",,424.0,1020.0,,,,20.0,,282.0,145.0,,599.0,
Brie de Meaux,,310.0,1320.0,,,50.0,15.0,,310.0,120.0,,806.0,
Brie de Melun,,180.0,1360.0,,,70.0,17.0,,280.0,210.0,20.0,755.0,
Carré de l'Est,,450.0,,,,21.0,20.0,,350.0,140.0,5.0,630.0,6.0
Chaource,,110.0,1170.0,,,,12.0,,220.0,130.0,,760.0,
Maroilles laitier,,,,,,,,,,,,766.0,
Maroilles fermier,,,,,,,,,,,,821.0,
Neufchâtel,,,1190.0,,,32.0,,,198.0,117.0,,748.0,
Fromage à pâte molle triple crème environ 40% MG,,230.0,,,,,6.0,,140.0,119.0,,436.0,
Fromage à pâte molle et croûte lavée (aliment moyen),,535.0,,,,,,,396.0,113.0,,649.0,
"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",,420.0,,,,,19.0,,268.0,94.0,,650.0,
"Maroilles, sans précision",,580.0,1390.0,,,,23.0,,410.0,100.0,,834.0,
Livarot,,730.0,958.0,,,30.0,26.0,,470.0,94.0,,601.0,
Époisses,,120.0,1170.0,,,21.0,10.0,,220.0,140.0,,702.0,
Munster,,717.0,,,,,27.0,,468.0,134.0,,670.0,
Langres,,160.0,698.0,,,30.0,12.0,,220.0,140.0,,397.0,
Pont l'Évêque,,660.0,886.0,,,30.0,24.0,,430.0,110.0,,520.0,
Reblochon,,471.0,,,,,,0.0,322.0,104.0,,509.0,
"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",,450.0,,,,,,,357.0,,,626.0,
Saint-Marcellin,,140.0,783.0,,,,12.0,,210.0,180.0,,433.0,
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,,450.0,920.0,,,,,,338.0,,,,
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),,491.0,,,,30.0,30.0,,430.0,120.0,,523.0,8.0
Saint-Félicien,,110.0,758.0,,,50.0,,,160.0,130.0,,511.0,
Boulette d'Avesne,,600.0,1320.0,,,,26.0,,460.0,150.0,,797.0,
"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",,123.0,895.0,,,31.0,,,208.0,230.0,,513.0,
"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",,107.0,984.0,,,30.0,,,183.0,260.0,,490.0,
"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",,117.0,1030.0,,,,,,199.0,161.0,,505.0,
Sainte-Maure de Touraine (fromage de chèvre),,,,,,,,,,,,526.0,
Fromage de chèvre demi-sec,,145.0,1100.0,,,,,,375.0,165.0,,471.0,
Fromage de chèvre bûche,,107.0,1040.0,,,30.0,,,183.0,167.0,,630.0,
"Fromage de chèvre bûche, allégé en matière grasse",,183.0,,,,,15.0,,275.0,210.0,,801.0,
"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",,90.0,,,,,,,,,,624.0,
Fromage de chèvre sec,,895.0,,,,70.0,54.0,,729.0,48.0,,423.0,
Fromage de chèvre à pâte molle et croûte fleurie type camembert,1.0,534.0,764.0,,,,32.0,,326.0,153.0,,400.0,
Fromage de brebis à pâte molle et croûte fleurie,,487.0,,,,,,,364.0,,,676.0,
Chabichou (fromage de chèvre),,104.0,1110.0,,,30.0,,,194.0,238.0,,742.0,
Pélardon (fromage de chèvre),,147.0,909.0,,,30.0,,,242.0,,,572.0,
"Crottin de chèvre, au lait cru",,141.0,640.0,,,30.0,,,239.0,,12.0,405.0,
"Crottin de chèvre, sans précision",,107.0,959.0,,,30.0,,,186.0,238.0,13.0,467.0,
Crottin de Chavignol (fromage de chèvre),,147.0,905.0,,,30.0,,,207.0,300.0,11.0,518.0,
Picodon (fromage de chèvre),,126.0,1230.0,,,20.0,,,203.0,,13.0,500.0,
Pouligny Saint-Pierre (fromage de chèvre),,100.0,702.0,,,30.0,,,189.0,,14.0,432.0,
Sainte-Maure (fromage de chèvre),,122.0,1100.0,,,40.0,,,233.0,168.0,,543.0,
Selles-sur-Cher (fromage de chèvre),,167.0,,,,56.0,,,,,,562.0,
Chevrot (fromage de chèvre),,,984.0,,,30.0,,,160.0,,10.0,449.0,
Rocamadour (fromage de chèvre),,102.0,651.0,,,30.0,,,197.0,160.0,,373.0,
Valençay (fromage de chèvre),,120.0,1100.0,,,40.0,,,181.0,150.0,9.0,509.0,
Roquefort,,660.0,2600.0,,,,,,392.0,115.0,,1290.0,
Fourme de Montbrison,,,,,,,,,,,,652.0,
Fromage bleu au lait de vache,,494.0,1750.0,,,,23.0,,369.0,130.0,,850.0,
Fromage bleu d'Auvergne,,551.0,1730.0,,,,,,301.0,126.0,,1050.0,
Fourme d'Ambert,,442.0,,,,27.0,16.0,,1040.0,111.0,,862.0,
Fromage bleu des Causses,,582.0,2000.0,,,27.0,35.0,,400.0,132.0,,1300.0,3.0
Gorgonzola,,390.0,1180.0,,,70.0,18.0,,310.0,110.0,,710.0,
Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),,600.0,,,,,,,,,,575.0,
Fromage bleu de Bresse,,434.0,960.0,,,48.0,17.0,,320.0,128.0,,450.0,
Fromage bleu de Bresse allegé environ 15% MG,,420.0,1240.0,,,,,,,,,800.0,
Fromage à pâte pressée cuite (aliment moyen),,935.0,512.0,,,,,,630.0,103.0,,310.0,
Beaufort,,745.0,,,,,,,788.0,118.0,,506.0,
Comté,,993.0,,,,,,,681.0,116.0,,322.0,
Abondance,,760.0,1090.0,,,,28.0,,570.0,120.0,,690.0,
Gruyère IGP France,,871.0,576.0,,,,,,,,,,
Gruyère,,1090.0,1040.0,,,,,,608.0,101.0,,320.0,
Emmental ou emmenthal,,898.0,340.0,,,,,,610.0,,,245.0,
"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",1.0,950.0,,,,,45.0,,629.0,110.0,10.0,400.0,
Emmental ou emmenthal râpé,,979.0,454.0,,,,,,635.0,,,297.0,
Ossau-Iraty,,764.0,,,,,,,,,,673.0,
Parmesan,,980.0,973.0,,,90.0,40.0,,630.0,110.0,20.0,628.0,
Fontina,2.0,550.0,,,,,14.0,,346.0,64.0,,800.0,
Pecorino,,1160.0,,,,,,,675.0,94.0,,1890.0,
Grana Padano,,1170.0,,,,,,,,,,610.0,
Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,,717.0,,,,,,,568.0,,,824.0,
Provolone,,756.0,,,,,28.0,,496.0,138.0,,876.0,
"Fromage à pâte ferme, enrobé de cire",,608.0,,,,27.0,,,546.0,,,679.0,
Cantal entre-deux,,791.0,,,,,,,,,,741.0,
"Cantal, Salers ou Laguiole",,772.0,,,,,,,487.0,,,768.0,
Salers,,680.0,1470.0,,,,25.0,,480.0,96.0,,875.0,
Cheddar,,675.0,1030.0,,,,27.0,,473.0,76.0,,644.0,
Edam,,802.0,,,,,,,536.0,106.0,,890.0,
Mimolette jeune,,,,,,,,,,,,,
Gouda,2.0,728.0,1440.0,,,,29.0,,546.0,121.0,,795.0,
Mimolette demi-vieille,,,,,,,,,,,,,
Mimolette vieille,,910.0,1810.0,,,,36.0,,660.0,88.0,,1470.0,
"Mimolette, sans précision",,816.0,1730.0,,,,,,514.0,103.0,,1140.0,
Fromage à pâte ferme environ 27% MG type Maasdam,,848.0,607.0,,,20.0,,,519.0,81.0,8.0,517.0,
Mimolette extra-vieille,,,,,,,,,,,,,
Morbier,,600.0,903.0,,,,23.0,,430.0,83.0,,562.0,
